source,target,weight
Godric Gryffindor,Tom Riddle,15
Godric Gryffindor,Sirius Black,15
Chudley Cannons,Harry Potter,15
Godric Gryffindor,Remus Lupin,15
Cedric Diggory,Ludovic Bagman,15
Bogrod,Ronald Weasley,15
Harry Potter,Pius Thicknesse,15
Grawp,Ronald Weasley,15
Draco Malfoy,Remus Lupin,15
Fleur Delacour,Remus Lupin,15
Bertha Jorkins,Ludovic Bagman,15
Bellatrix Lestrange,Nymphadora Tonks,15
Gringotts Head Goblin,Ronald Weasley,15
Arthur Weasley,Lucius Malfoy,15
George Weasley,Rubeus Hagrid,15
George Weasley,Sirius Black,15
Gilderoy Lockhart,Rubeus Hagrid,15
Corban Yaxley,Kreacher,15
Arthur Weasley,Kingsley Shacklebolt,15
Angelina Johnson,Oliver Wood,15
Harry Potter,Tobias Snape,15
Kingsley Shacklebolt,Nymphadora Tonks,15
Albert Runcorn,Harry Potter,15
Neville Longbottom,Vincent Crabbe,15
Albus Dumbledore,Quirinus Quirrell,15
Aberforth Dumbledore,Gellert Grindelwald,15
Pansy Parkinson,Salazar Slytherin,15
Hermione Granger,Zacharias Smith,15
Albus Dumbledore,Ludovic Bagman,15
Hermione Granger,Millicent Bulstrode,15
Salazar Slytherin,Vincent Crabbe,15
Aidan Lynch,Harry Potter,15
Karkus,Rubeus Hagrid,15
Marvolo Gaunt,Tom Riddle,15
Godric Gryffindor,Horace Slughorn,14
Kingsley Shacklebolt,Prime Minister,14
Tom Riddle,Vernon Dursley,14
Harry Potter,Irma Pince,14
Bogrod,Hermione Granger,14
Minerva McGonagall,Peeves,14
Hermione Granger,Irma Pince,14
Bellatrix Lestrange,Dobby,14
Godric Gryffindor,Rubeus Hagrid,14
Minerva McGonagall,Salazar Slytherin,14
Amy Benson,Dennis Bishop,14
Harry Potter,Michael Corner,14
Irma Pince,Ronald Weasley,14
Kingsley Shacklebolt,William Weasley,14
Fred Weasley,Nymphadora Tonks,14
Alastor Moody,Mundungus Fletcher,14
Hermione Granger,Prime Minister,14
Harry Potter,Marvolo Gaunt,14
Arabella Figg,Dudley Dursley,14
Cornelius Fudge,Rubeus Hagrid,14
Ivan Volkov,Pyotr Vulchanov,14
Minerva McGonagall,Tom Riddle,14
Florean Fortescue,Harry Potter,14
Albert Runcorn,Dolores Umbridge,14
Crookshanks,Sirius Black,14
Aberforth Dumbledore,Tom Riddle,14
Dobby,Father Christmas,14
Arthur Weasley,Ginevra Weasley,14
Griselda Marchbanks,Harry Potter,14
Fleur Delacour,Garrick Ollivander,14
Demelza Robins,Ginevra Weasley,14
Albus Dumbledore,Bob Ogden,14
Arthur Weasley,Cornelius Fudge,14
Corban Yaxley,Dolores Umbridge,14
Horace Slughorn,Kreacher,14
Dirk Cresswell,Harry Potter,14
Hokey,Tom Riddle,14
Draco Malfoy,Ernest Macmillan,14
Anthony Goldstein,Terry Boot,14
Peeves,Severus Snape,14
Karkus,Olympe Maxime,13
Dobby,Luna Lovegood,13
George Weasley,Katie Bell,13
Anthony Goldstein,Ernest Macmillan,13
Father Christmas,Fred Weasley,13
Roger Davies,Ronald Weasley,13
Ronald Weasley,Rowena Ravenclaw,13
Ginevra Weasley,Lucius Malfoy,13
Godric Gryffindor,Kendra Dumbledore,13
Seamus Finnigan,Severus Snape,13
Borgin,Ronald Weasley,13
Hermione Granger,Sorting Hat,13
Charles Weasley,Rubeus Hagrid,13
Dean Thomas,Lavender Brown,13
Gellert Grindelwald,Hermione Granger,13
Garrick Ollivander,Griphook,13
Percy Weasley,Tom Riddle,13
Dolores Umbridge,Remus Lupin,13
Bane,Ronan,13
Nymphadora Tonks,Severus Snape,13
Cornelius Fudge,Lucius Malfoy,13
Albus Dumbledore,Dobby,13
Hermione Granger,Padma Patil,13
Harry Potter,Wendelin the Weird,13
Angelina Johnson,Draco Malfoy,13
Filius Flitwick,Neville Longbottom,13
Hermione Granger,Lee Jordan,13
Lily J. Potter,Remus Lupin,13
Quirinus Quirrell,Ronald Weasley,13
Hermione Granger,Kendra Dumbledore,13
Fluffy,Ronald Weasley,13
Harry Potter,Trevor,13
Fleur Delacour,Nymphadora Tonks,13
Amos Diggory,Cedric Diggory,13
Sybill Trelawney,Tom Riddle,13
Oliver Wood,Salazar Slytherin,13
Draco Malfoy,Katie Bell,13
Albus Dumbledore,Salazar Slytherin,13
Harry Potter,Walden Macnair,13
Fleur Delacour,George Weasley,13
Hedwig,Rubeus Hagrid,13
Harry Potter,Sturgis Podmore,13
Cormac McLaggen,Lavender Brown,13
Fleur Delacour,Fred Weasley,13
Ernest Macmillan,Michael Corner,13
Godric Gryffindor,Ignotus Peverell,13
Father Christmas,Molly Weasley,13
Percy Weasley,Remus Lupin,13
George Weasley,Minerva McGonagall,12
Hedwig,Pigwidgeon,12
Ariana Dumbledore,Muriel,12
Anthony Goldstein,Padma Patil,12
Dirk Cresswell,Ted,12
Mark Evans,Tom Riddle,12
Fleur Delacour,Olympe Maxime,12
Tom Riddle,William Weasley,12
Aberforth Dumbledore,Kreacher,12
Harry Potter,Susan Bones,12
Dean Thomas,Rubeus Hagrid,12
Armando Dippet,Tom Riddle,12
Oliver Wood,Rolanda Hooch,12
Horace Slughorn,Luna Lovegood,12
Ronald Weasley,Stanley Shunpike,12
Padma Patil,Terry Boot,12
Gilderoy Lockhart,Minerva McGonagall,12
Draco Malfoy,Lucius Malfoy,12
Ariana Dumbledore,Elphias Doge,12
Harry Potter,Hestia Jones,12
Michael Corner,Terry Boot,12
Molly Weasley,Neville Longbottom,12
Neville Longbottom,Sybill Trelawney,12
Albus Dumbledore,Bathilda Bagshot,12
Sorting Hat,Tom Riddle,12
Fenrir Greyback,Tom Riddle,12
Buckbeak,Draco Malfoy,12
Avery (Marauder-era),Harry Potter,12
Blaise Zabini,Ginevra Weasley,12
Angelina Johnson,Hermione Granger,12
Alastor Moody,Molly Weasley,12
Albus Dumbledore,Will,12
Augustus Rookwood,Harry Potter,12
Draco Malfoy,Nymphadora Tonks,12
Kingsley Shacklebolt,Sirius Black,12
Luna Lovegood,William Weasley,12
Father Christmas,Rubeus Hagrid,12
Albus Dumbledore,Fleur Delacour,12
Harry Potter,Perkins,12
Aberforth Dumbledore,Muriel,12
Alicia Spinnet,George Weasley,12
Harry Potter,Jimmy Peakes,12
Luna Lovegood,Sybill Trelawney,12
Draco Malfoy,Poppy Pomfrey,12
Hermione Granger,Ignotus Peverell,12
Helena Ravenclaw,Tom Riddle,12
Lucian Bole,Peregrine Derrick,12
Alastor Moody,Kingsley Shacklebolt,12
Alicia Spinnet,Oliver Wood,12
Betty Braithwaite,Rita Skeeter,11
Ronald Weasley,Sorting Hat,11
Mykew Gregorovitch,Ronald Weasley,11
Katie Bell,Oliver Wood,11
Ludovic Bagman,Winky,11
Alastor Moody,Viktor Krum,11
Rubeus Hagrid,Sybill Trelawney,11
Bellatrix Lestrange,Griphook,11
Father Christmas,Horace Slughorn,11
Dudley Dursley,Fred Weasley,11
Albus Dumbledore,Father Christmas,11
Firenze,Parvati Patil,11
Albus Dumbledore,Fang,11
Dudley Dursley,George Weasley,11
Lily J. Potter,Rose Granger-Weasley,11
Beedle the Bard,Harry Potter,11
Bilius,Ronald Weasley,11
Neville Longbottom,William Weasley,11
Lucius Malfoy,Sirius Black,11
Godric Gryffindor,Percy Weasley,11
Godric Gryffindor,Seamus Finnigan,11
Godric Gryffindor,Sorting Hat,11
Amycus Carrow,Harry Potter,11
Harry Potter,Hepzibah Smith,11
Alecto Carrow,Amycus Carrow,11
Hermione Granger,Travers,11
Cedric Diggory,George Weasley,11
Cornelius Fudge,Walden Macnair,11
Harry Potter,Leanne,11
Albus Dumbledore,Sorting Hat,11
Fenrir Greyback,Snatchers,11
Borgin,Tom Riddle,11
Ernest Macmillan,Hermione Granger,11
Cho Chang,Dobby,11
Eileen Prince,Ronald Weasley,11
Luna Lovegood,Rubeus Hagrid,11
Bradley,Ronald Weasley,11
Fred Weasley,Neville Longbottom,11
Alastor Moody,Filius Flitwick,11
Arcturus Black III,Harry Potter,11
Arcturus Black III,Hermione Granger,11
Albus Dumbledore,Walden Macnair,11
Sirius Black,Vernon Dursley,11
Gabrielle Delacour,Harry Potter,11
Hermione Granger,Terry Boot,11
Draco Malfoy,Fang,11
Colin Creevey,Hermione Granger,11
Cassandra Trelawney,Harry Potter,11
Igor Karkaroff,Ludovic Bagman,11
Hugo Granger-Weasley,Rose Granger-Weasley,11
Mary Cattermole,Reginald Cattermole,11
Arthur Weasley,Fleur Delacour,11
Anthony Goldstein,Michael Corner,11
Albus Dumbledore,James Potter I,11
Harry Potter,Ritchie Coote,11
Aberforth Dumbledore,Ariana Dumbledore,11
Mrs Norris,Severus Snape,11
Arthur Weasley,Percy Weasley,11
Minerva McGonagall,Prime Minister,11
Myrtle Warren,Peeves,10
Molly Weasley,Severus Snape,10
Poppy Pomfrey,Rubeus Hagrid,10
Neville Longbottom,Pomona Sprout,10
Bellatrix Lestrange,Narcissa Malfoy,10
Albus Dumbledore,Katie Bell,10
Ginevra Weasley,Rowena Ravenclaw,10
Fluffy,Hermione Granger,10
Lily J. Potter,Sorting Hat,10
Albus Dumbledore,Nicolas Flamel,10
George Weasley,Severus Snape,10
Father Christmas,Sirius Black,10
Gilderoy Lockhart,Mrs Norris,10
Draco Malfoy,Rosmerta,10
Blaise Zabini,Neville Longbottom,10
Rolanda Hooch,Ronald Weasley,10
Bloody Baron,Peeves,10
Alastor Moody,Bertha Jorkins,10
Doris Crockford,Harry Potter,10
Bellatrix Lestrange,Lucius Malfoy,10
Ronald Weasley,Sturgis Podmore,10
Garrick Ollivander,Mykew Gregorovitch,10
Albus Potter,Lily J. Potter,10
Minerva McGonagall,Molly Weasley,10
Minerva McGonagall,Remus Lupin,10
Ludovic Bagman,Rita Skeeter,10
Petunia Dursley,Tom Riddle,10
Dolores Umbridge,Luna Lovegood,10
Chudley Cannons,Ronald Weasley,10
Cole,Harry Potter,10
Fred Weasley,Peeves,10
Dolores Umbridge,Filius Flitwick,10
Godric Gryffindor,Graham Montague,10
Ernest Macmillan,Terry Boot,10
Hermione Granger,Merlin,10
Ginevra Weasley,Severus Snape,10
Hermione Granger,Will,10
John Dawlish,Remus Lupin,10
Dean Thomas,Godric Gryffindor,10
Parvati Patil,Rubeus Hagrid,10
Dean Thomas,Dobby,10
Charles Weasley,Ginevra Weasley,10
Beedle the Bard,Ronald Weasley,10
Ernest Macmillan,Padma Patil,10
Augustus Rookwood,Tom Riddle,10
Harry Potter,Millicent Bulstrode,10
Harry Potter,Mafalda Hopkirk,10
Rubeus Hagrid,Walden Macnair,10
Percy Weasley,Sirius Black,10
Severus Snape,Sybill Trelawney,10
Arthur Weasley,William Weasley,10
Ignotus Peverell,Xenophilius Lovegood,10
Cho Chang,Luna Lovegood,10
Cornelius Fudge,Molly Weasley,10
Salazar Slytherin,Sorting Hat,10
Harry Potter,Romilda Vane,10
Horace Slughorn,Salazar Slytherin,10
Gregory Goyle,Rubeus Hagrid,10
Ginevra Weasley,Zacharias Smith,10
Severus Snape,Sorting Hat,10
Hugo Granger-Weasley,Lily J. Potter,10
Garrick Ollivander,William Weasley,9
Hermione Granger,Sturgis Podmore,9
Algie Longbottom,Ronald Weasley,9
Fred Weasley,Vincent Crabbe,9
Hermione Granger,Stanley Shunpike,9
Reginald Cattermole,Ronald Weasley,9
Blast-Ended Skrewt,Cedric Diggory,9
Fenrir Greyback,Remus Lupin,9
Bane,Hermione Granger,9
Angelina Johnson,Salazar Slytherin,9
Antonin Dolohov,Corban Yaxley,9
Dolores Umbridge,Tom Riddle,9
Fred Weasley,Vernon Dursley,9
Bogrod,Griphook,9
Pomona Sprout,Severus Snape,9
Avery (Marauder-era),Severus Snape,9
Bellatrix Lestrange,Kreacher,9
Fred Weasley,Tom Riddle,9
Harry Potter,Puddifoot,9
Firenze,Sybill Trelawney,9
Fleur Delacour,Gabrielle Delacour,9
Arnold Peasegood,Ronald Weasley,9
Muriel,Rita Skeeter,9
Fleur Delacour,Griphook,9
Mungo Bonham,Ronald Weasley,9
Draco Malfoy,Mark Evans,9
Colin Creevey,Ginevra Weasley,9
Armando Dippet,Harry Potter,9
Mundungus Fletcher,Severus Snape,9
Ernest Macmillan,Hannah Abbott,9
Fleur Delacour,Neville Longbottom,9
Albus Dumbledore,Armando Dippet,9
Albert Runcorn,Ronald Weasley,9
Colin Creevey,Ronald Weasley,9
Eldred Worple,Harry Potter,9
Prime Minister,Rufus Scrimgeour,9
Moran,Troy,9
Moran,Mullet,9
Argus Filch,George Weasley,9
Argus Filch,Fred Weasley,9
Filius Flitwick,George Weasley,9
Fred Weasley,Kreacher,9
Albus Potter,James Potter II,9
Arcturus Black III,Sirius Black,9
Fred Weasley,Minerva McGonagall,9
Marietta Edgecombe,Minerva McGonagall,9
Draco Malfoy,Filius Flitwick,9
Cornelius Fudge,Ludovic Bagman,9
Garrick Ollivander,Viktor Krum,9
Gilderoy Lockhart,Neville Longbottom,9
Amycus Carrow,Tom Riddle,9
Katie Bell,Rubeus Hagrid,9
Ronald Weasley,Travers,9
Cornelius Fudge,Draco Malfoy,9
Bathilda Bagshot,Kendra Dumbledore,9
George Weasley,Salazar Slytherin,9
Albus Dumbledore,Dudley Dursley,9
Ronald Weasley,Zacharias Smith,9
Gilderoy Lockhart,Marcus Flint,9
Godric Gryffindor,Jack Sloper,9
Gilderoy Lockhart,Lucius Malfoy,9
George Weasley,Tom Riddle,9
Gilderoy Lockhart,Wagga Wagga Werewolf,9
Fawkes,Tom Riddle,9
Lucius Malfoy,Narcissa Malfoy,9
George Weasley,Zacharias Smith,9
Bertha Jorkins,Sirius Black,9
Rubeus Hagrid,Ted,9
Lavender Brown,Rubeus Hagrid,9
Blaise Zabini,Cormac McLaggen,9
Dobby,Horace Slughorn,9
George Weasley,Pigwidgeon,9
Blaise Zabini,Gregory Goyle,9
Ludovic Bagman,Minerva McGonagall,9
Dean Thomas,William Weasley,9
Graham Montague,Severus Snape,9
Ronan,Rubeus Hagrid,9
Alastor Moody,Sturgis Podmore,9
Ginevra Weasley,Poppy Pomfrey,9
Amelia Bones,Harry Potter,9
Aberforth Dumbledore,Neville Longbottom,9
Ludovic Bagman,Percy Weasley,8
Fluffy,Tom Riddle,8
Ernest Macmillan,Justin Finch-Fletchley,8
Perkins,Ronald Weasley,8
Albus Potter,Neville Longbottom,8
Draco Malfoy,Gilderoy Lockhart,8
Fred Weasley,Gregory Goyle,8
Argus Filch,Cho Chang,8
Ginevra Weasley,Helga Hufflepuff,8
Hermione Granger,Mrs Norris,8
Cassius Warrington,Salazar Slytherin,8
Ginevra Weasley,James Potter II,8
Augustus Rookwood,Ludovic Bagman,8
Eileen Prince,Tobias Snape,8
Damocles Belby,Marcus Belby,8
Cho Chang,Fred Weasley,8
Cassandra Trelawney,Ronald Weasley,8
Bellatrix Lestrange,Molly Weasley,8
Vernon Dursley,Vernon Dursley,8
Aberforth Dumbledore,Sirius Black,8
Dolores Umbridge,Ernest Macmillan,8
Elphias Doge,Rita Skeeter,8
Tom Riddle,Will,8
Harry Potter,Ronan,8
Crookshanks,Hedwig,8
Bellatrix Lestrange,Rodolphus Lestrange,8
Father Christmas,Gregory Goyle,8
Lavender Brown,Neville Longbottom,8
Colin Creevey,Fred Weasley,8
Lavender Brown,Minerva McGonagall,8
Lavender Brown,Luna Lovegood,8
Ariana Dumbledore,Rita Skeeter,8
Percy Weasley,Prime Minister,8
Mullet,Troy,8
Mulciber (Marauder-era),Severus Snape,8
Harry Potter,Reginald Cattermole,8
Amos Diggory,Ronald Weasley,8
Alicia Spinnet,Ronald Weasley,8
Albus Dumbledore,Seamus Finnigan,8
Hermione Granger,Leanne,8
Dobby,Sirius Black,8
Hermione Granger,Pigwidgeon,8
Gregory Goyle,Minerva McGonagall,8
Alicia Spinnet,Godric Gryffindor,8
Bartemius Crouch Senior,Rita Skeeter,8
Corban Yaxley,Severus Snape,8
Aberforth Dumbledore,Elphias Doge,8
Harry Potter,Selwyn,8
Millicent Bulstrode,Ronald Weasley,8
Dean Thomas,Griphook,8
Dudley Dursley,Rubeus Hagrid,8
Golpalott,Hermione Granger,8
Bartemius Crouch Senior,Minerva McGonagall,8
Neville Longbottom,Salazar Slytherin,8
Albus Dumbledore,Buckbeak,8
Dean Thomas,Remus Lupin,8
Albus Dumbledore,Griselda Marchbanks,8
Angelina Johnson,Dolores Umbridge,8
Merlin,Ronald Weasley,8
Rita Skeeter,Tom Riddle,8
Gringotts Head Goblin,Rubeus Hagrid,8
Mason,Petunia Dursley,8
Horace Slughorn,Sybill Trelawney,8
Marvolo Gaunt,Morfin Gaunt,8
Angelina Johnson,Marcus Flint,8
Blaise Zabini,Pansy Parkinson,8
Gregory Goyle,Neville Longbottom,8
George Weasley,Nymphadora Tonks,8
Bogrod,Travers,8
Luna Lovegood,Rowena Ravenclaw,8
Harry Potter,Merlin,8
Albert Runcorn,Prime Minister,8
Minerva McGonagall,Vincent Crabbe,8
Cornelius Fudge,Rufus Scrimgeour,8
Fred Weasley,Severus Snape,8
Luna Lovegood,Rita Skeeter,8
Gilderoy Lockhart,Pomona Sprout,8
Fred Weasley,Pigwidgeon,8
Hermione Granger,Ronan,8
Albus Dumbledore,Beedle the Bard,8
Cedric Diggory,Ernest Macmillan,8
Dobby,Fleur Delacour,8
Hermione Granger,Tobias Snape,8
Marcus Flint,Salazar Slytherin,8
Percy Weasley,Rubeus Hagrid,8
Bane,Firenze,8
Dean Thomas,Garrick Ollivander,8
Draco Malfoy,Peeves,8
Severus Snape,Winky,8
Pigwidgeon,Sirius Black,7
Albus Dumbledore,Firenze,7
Pomona Sprout,Rubeus Hagrid,7
Draco Malfoy,Viktor Krum,7
Padma Patil,Parvati Patil,7
Cedric Diggory,Godric Gryffindor,7
Nicolas Flamel,Rubeus Hagrid,7
Albus Dumbledore,Ignotus Peverell,7
Charles Weasley,Oliver Wood,7
Phineas Nigellus Black,Ronald Weasley,7
Albus Dumbledore,Garrick Ollivander,7
Errol,Hedwig,7
Neville Longbottom,Padma Patil,7
Albert Runcorn,Arthur Weasley,7
Cedric Diggory,Rubeus Hagrid,7
Filius Flitwick,Luna Lovegood,7
Cho Chang,Godric Gryffindor,7
Albert Runcorn,Hermione Granger,7
Draco Malfoy,Rita Skeeter,7
Broderick Bode,Harry Potter,7
Cho Chang,Oliver Wood,7
Amos Diggory,Ginevra Weasley,7
Bellatrix Lestrange,Godric Gryffindor,7
Antonin Dolohov,Sirius Black,7
Mungo Bonham,Neville Longbottom,7
Ginevra Weasley,Salazar Slytherin,7
Lee Jordan,Percy Weasley,7
Ginevra Weasley,Romilda Vane,7
Amelia Bones,Edgar Bones,7
Avery (Marauder-era),Mulciber (Marauder-era),7
Hermione Granger,Reginald Cattermole,7
Aberforth Dumbledore,Cornelius Fudge,7
Rowena Ravenclaw,Tom Riddle,7
Hermione Granger,Mykew Gregorovitch,7
Cormac McLaggen,Ginevra Weasley,7
Lucius Malfoy,Vincent Crabbe,7
Dolores Umbridge,Magorian,7
Gilderoy Lockhart,Seamus Finnigan,7
Percy Weasley,Rita Skeeter,7
Dobby,Vernon Dursley,7
Bellatrix Lestrange,Dean Thomas,7
Aberforth Dumbledore,Fred Weasley,7
Lavender Brown,Molly Weasley,7
Horace Slughorn,Sirius Black,7
Gregory Goyle,Lucius Malfoy,7
Graham Montague,Salazar Slytherin,7
Hannah Abbott,Hermione Granger,7
Rufus Scrimgeour,Tom Riddle,7
Hermione Granger,Wilbert Slinkhard,7
Antonin Dolohov,Hermione Granger,7
Harry Potter,Lucian Bole,7
Kendra Dumbledore,Muriel,7
Rubeus Hagrid,William Weasley,7
Godric Gryffindor,Rufus Scrimgeour,7
Kingsley Shacklebolt,Minerva McGonagall,7
Rubeus Hagrid,Vincent Crabbe,7
Bathilda Bagshot,Muriel,7
Hermione Granger,Septima Vector,7
Godric Gryffindor,Lily J. Potter,7
Rubeus Hagrid,Viktor Krum,7
Hermione Granger,Mungo Bonham,7
Aberforth Dumbledore,Bathilda Bagshot,7
Dean Thomas,Demelza Robins,7
Fluffy,Severus Snape,7
Hedwig,Percy Weasley,7
Hedwig,Molly Weasley,7
Harry Potter,Terry Boot,7
Buckbeak,Ludovic Bagman,7
Molly Weasley,Vernon Dursley,7
Fred Weasley,Gilderoy Lockhart,7
Frank Bryce,Tom Riddle,7
Fleur Delacour,Rubeus Hagrid,7
Molly Weasley,Pigwidgeon,7
Mundungus Fletcher,Remus Lupin,7
Arthur Weasley,Dilys Derwent,7
Fleur Delacour,Mundungus Fletcher,7
Harry Potter,Scabior,7
Fleur Delacour,Ludovic Bagman,7
Albus Dumbledore,Pomona Sprout,7
Mundungus Fletcher,William Weasley,7
Harry Potter,Penelope Clearwater,7
Ariana Dumbledore,Kendra Dumbledore,7
Albus Potter,Ronald Weasley,7
Minerva McGonagall,Percy Weasley,7
Alice Longbottom,Harry Potter,7
Corban Yaxley,Mary Cattermole,7
Arthur Weasley,Tom Riddle,7
Arthur Weasley,Rufus Scrimgeour,7
Gellert Grindelwald,Tom Riddle,7
Gellert Grindelwald,Godric Gryffindor,7
Garrick Ollivander,Rita Skeeter,7
Albus Potter,Rose Granger-Weasley,7
Minerva McGonagall,Parvati Patil,7
Borgin,Hepzibah Smith,7
Ariana Dumbledore,Godric Gryffindor,7
Borgin,Minerva McGonagall,7
Minerva McGonagall,Sorting Hat,7
Hedwig,Vernon Dursley,7
Fred Weasley,Petunia Dursley,7
Griphook,Ted,7
Severus Snape,Will,6
Albus Dumbledore,Amelia Bones,6
Cornelius Fudge,Peter Pettigrew,6
Cuthbert Binns,Fred Weasley,6
Damocles Belby,Horace Slughorn,6
Prime Minister,Ronald Weasley,6
Selwyn,Xenophilius Lovegood,6
Dolores Umbridge,Parvati Patil,6
Colin Creevey,George Weasley,6
Poppy Pomfrey,Severus Snape,6
Draco Malfoy,Graham Montague,6
Colin Creevey,Dennis Creevey,6
Quirinus Quirrell,Rubeus Hagrid,6
Colin Creevey,Oliver Wood,6
Poppy Pomfrey,Remus Lupin,6
Alastor Moody,Fleur Delacour,6
Ragnok,William Weasley,6
Alastor Moody,Dobby,6
Alastor Moody,Arthur Weasley,6
Corban Yaxley,John Dawlish,6
Dolores Umbridge,Peeves,6
Alastor Moody,Poppy Pomfrey,6
Dedalus Diggle,Hestia Jones,6
Phineas Nigellus Black,Severus Snape,6
Dolores Umbridge,Pansy Parkinson,6
Ronald Weasley,Will,6
Rubeus Hagrid,Rufus Scrimgeour,6
Rubeus Hagrid,Salazar Slytherin,6
Cormac McLaggen,Luna Lovegood,6
Alastor Moody,William Weasley,6
Dudley Dursley,Mark Evans,6
Dobby,Draco Malfoy,6
Dirk Cresswell,Severus Snape,6
Dirk Cresswell,Griphook,6
Cho Chang,Severus Snape,6
Salazar Slytherin,Sirius Black,6
Aberforth Dumbledore,Remus Lupin,6
Arthur Weasley,Draco Malfoy,6
Aberforth Dumbledore,Alastor Moody,6
Fred Weasley,Salazar Slytherin,6
Ivan Volkov,Viktor Krum,6
Igor Karkaroff,Mark Evans,6
Bloody Baron,Harry Potter,6
Merlin,Severus Snape,6
Gellert Grindelwald,Rita Skeeter,6
Bob Ogden,Harry Potter,6
Gregory Goyle,Severus Snape,6
Merope Riddle,Morfin Gaunt,6
Minerva McGonagall,Rowena Ravenclaw,6
Gabrielle Delacour,Ginevra Weasley,6
Alecto Carrow,Harry Potter,6
Horace Slughorn,Molly Weasley,6
Blaise Zabini,Vincent Crabbe,6
Anthony Goldstein,Harry Potter,6
Fred Weasley,Luna Lovegood,6
Fred Weasley,Horace Slughorn,6
Molly Weasley,Rufus Scrimgeour,6
Moran,Vasily Dimitrov,6
Barry Ryan,Rita Skeeter,6
Mrs Norris,Peeves,6
Buckbeak,Winky,6
Griselda Marchbanks,Ronald Weasley,6
Fleur Delacour,Muriel,6
Albus Dumbledore,Merlin,6
Graham Montague,Ronald Weasley,6
George Weasley,Neville Longbottom,6
Horace Slughorn,Lavender Brown,6
Angelina Johnson,Cassius Warrington,6
Kingsley Shacklebolt,Tom Riddle,6
Kingsley Shacklebolt,Marietta Edgecombe,6
Bathilda Bagshot,Rita Skeeter,6
Godric Gryffindor,Harper,6
Bellatrix Lestrange,Ginevra Weasley,6
Kendra Dumbledore,Ronald Weasley,6
Andrew Kirke,Jack Sloper,6
Lily J. Potter,Mulciber (Marauder-era),6
Godric Gryffindor,Zacharias Smith,6
Alicia Spinnet,Salazar Slytherin,6
Ginevra Weasley,Mrs Norris,6
Ginevra Weasley,Ludovic Bagman,6
Marcus Flint,Rolanda Hooch,6
Ginevra Weasley,Lavender Brown,6
Ginevra Weasley,Kingsley Shacklebolt,6
Lucius Malfoy,Sturgis Podmore,6
Bartemius Crouch Senior,Olympe Maxime,6
Bertie Bott,Harry Potter,6
Gilderoy Lockhart,Molly Weasley,6
Emmeline Vance,Prime Minister,6
Alicia Spinnet,Cassius Warrington,6
Golpalott,Harry Potter,6
George Weasley,Vernon Dursley,6
George Weasley,Rowena Ravenclaw,6
Hannah Abbott,Helga Hufflepuff,6
Fred Weasley,Graham Montague,6
Filius Flitwick,William Weasley,6
Cedric Diggory,Oliver Wood,6
Arcturus Black III,Tom Riddle,6
Hermione Granger,Muriel,6
Harry Potter,Narcissa Malfoy,6
Albus Dumbledore,Filius Flitwick,6
Father Christmas,Luna Lovegood,6
Albus Dumbledore,Fat Lady,6
Father Christmas,Ginevra Weasley,6
Father Christmas,George Weasley,6
Argus Filch,Godric Gryffindor,6
Augustus Pye,Molly Weasley,6
Fat Lady,Sirius Black,6
Nymphadora Tonks,Rubeus Hagrid,6
Argus Filch,Sirius Black,6
Fat Lady,Godric Gryffindor,6
Hedwig,Nymphadora Tonks,6
Fang,Neville Longbottom,6
Ariana Dumbledore,Severus Snape,6
Albus Dumbledore,Bilius,6
Arthur Weasley,Minerva McGonagall,6
Albus Dumbledore,Bertha Jorkins,6
Cho Chang,George Weasley,6
Peeves,Percy Weasley,6
Arthur Weasley,Horace Slughorn,6
Arthur Weasley,Gilderoy Lockhart,6
Arthur Weasley,Dirk Cresswell,6
Fawkes,Sorting Hat,6
Kingsley Shacklebolt,Ronald Weasley,6
Harry Potter,Merope Riddle,6
Harry Potter,Hope Howell,6
Cedric Diggory,Dolores Umbridge,6
Albus Dumbledore,Helga Hufflepuff,6
Hermione Granger,Wendelin the Weird,6
Fenrir Greyback,Neville Longbottom,6
Hermione Granger,Snatchers,6
Hestia Jones,Kingsley Shacklebolt,6
Filius Flitwick,Seamus Finnigan,6
Albus Dumbledore,Hedwig,6
Hestia Jones,Petunia Dursley,6
Avery (Marauder-era),Lily J. Potter,6
Cedric Diggory,Igor Karkaroff,6
Harry Potter,Magorian,6
Albus Dumbledore,John Dawlish,6
Godric Gryffindor,Peter Pettigrew,5
Dean Thomas,Gornuk,5
Katie Bell,Salazar Slytherin,5
Dean Thomas,Minerva McGonagall,5
Dobby,George Weasley,5
Gwenog Jones,Horace Slughorn,5
Godric Gryffindor,Trevor,5
Katie Bell,Nymphadora Tonks,5
Dobby,Hedwig,5
Godric Gryffindor,Vincent Crabbe,5
Dean Thomas,Parvati Patil,5
Cuthbert Binns,Dolores Umbridge,5
Justin Finch-Fletchley,Peeves,5
Dobby,Garrick Ollivander,5
Rufus Scrimgeour,Stanley Shunpike,5
Harry Potter,Jack Sloper,5
James Potter II,Victoire Weasley,5
Dean Thomas,Severus Snape,5
Salazar Slytherin,Viktor Krum,5
Igor Karkaroff,Tom Riddle,5
Hermione Granger,Marcus Flint,5
James Potter I,Ronald Weasley,5
Hestia Jones,Vernon Dursley,5
Dedalus Diggle,Rubeus Hagrid,5
Graham Montague,Katie Bell,5
Helga Hufflepuff,Minerva McGonagall,5
Horace Slughorn,Pomona Sprout,5
