source,target,weight
Rowena Ravenclaw,Salazar Slytherin,8
Alicia Spinnet,Godric Gryffindor,8
Lucius Malfoy,Vincent Crabbe,7
Lucius Malfoy,Ronald Weasley,7
Harry Potter,Lucian Bole,7
Cho Chang,Rowena Ravenclaw,7
Oliver Wood,Salazar Slytherin,7
Alicia Spinnet,Oliver Wood,7
Gregory Goyle,Lucius Malfoy,7
Hedwig,Hermione Granger,7
Harry Potter,Lily J. Potter,7
Errol,Hedwig,7
Ronald Weasley,Tom Riddle,7
Prime Minister,Sirius Black,7
Angelina Johnson,Fred Weasley,7
George Weasley,Percy Weasley,6
Gregory Goyle,Salazar Slytherin,6
Filius Flitwick,Ronald Weasley,6
Fat Lady,Hermione Granger,6
Harry Potter,Penelope Clearwater,6
Fred Weasley,Katie Bell,6
Florean Fortescue,Harry Potter,6
Godric Gryffindor,Sirius Black,6
Godric Gryffindor,Rubeus Hagrid,6
Fat Lady,Sirius Black,6
Katie Bell,Oliver Wood,6
Parvati Patil,Ronald Weasley,6
Angelina Johnson,Salazar Slytherin,6
Salazar Slytherin,Vincent Crabbe,6
Cornelius Fudge,Peter Pettigrew,6
Molly Weasley,Sirius Black,6
Cedric Diggory,Oliver Wood,6
Alicia Spinnet,Fred Weasley,6
Poppy Pomfrey,Remus Lupin,6
Hermione Granger,Molly Weasley,6
Marcus Flint,Oliver Wood,6
Angelina Johnson,Oliver Wood,6
Dean Thomas,Seamus Finnigan,6
Merlin,Peter Pettigrew,5
Marcus Flint,Vincent Crabbe,5
Minerva McGonagall,Neville Longbottom,5
Angelina Johnson,George Weasley,5
Rosmerta,Sirius Black,5
Minerva McGonagall,Remus Lupin,5
Lucius Malfoy,Rubeus Hagrid,5
Sybill Trelawney,Tom Riddle,5
Cadogan,Ronald Weasley,5
Fred Weasley,Lee Jordan,5
Peeves,Remus Lupin,5
Fred Weasley,Molly Weasley,5
George Weasley,Salazar Slytherin,5
Arthur Weasley,Molly Weasley,5
Harry Potter,Helga Hufflepuff,5
Graham Montague,Salazar Slytherin,5
Remus Lupin,Rubeus Hagrid,5
George Weasley,Katie Bell,5
Remus Lupin,Sybill Trelawney,5
Cornelius Fudge,Neville Longbottom,5
Minerva McGonagall,Percy Weasley,5
Cornelius Fudge,Poppy Pomfrey,5
Draco Malfoy,Poppy Pomfrey,5
Godric Gryffindor,Marcus Flint,5
Draco Malfoy,Father Christmas,5
Fat Lady,Ronald Weasley,5
Hermione Granger,Peeves,5
Hermione Granger,Walden Macnair,5
Fang,Harry Potter,5
Fang,Hermione Granger,5
Hedwig,Vernon Dursley,5
Rubeus Hagrid,Walden Macnair,5
Lavender Brown,Ronald Weasley,5
Draco Malfoy,Marcus Flint,4
Sirius Black,Walden Macnair,4
Harry Potter,Lee Jordan,4
Percy Weasley,Sirius Black,4
Godric Gryffindor,Neville Longbottom,4
Arthur Weasley,Ronald Weasley,4
Godric Gryffindor,Tom Riddle,4
Hermione Granger,Prime Minister,4
Gregory Goyle,Marcus Flint,4
Poppy Pomfrey,Ronald Weasley,4
George Weasley,Lucian Bole,4
Parvati Patil,Severus Snape,4
Argus Filch,Fred Weasley,4
Alicia Spinnet,Salazar Slytherin,4
Argus Filch,Fat Lady,4
Hermione Granger,Seamus Finnigan,4
Fat Lady,Peeves,4
Godric Gryffindor,Peter Pettigrew,4
Minerva McGonagall,Salazar Slytherin,4
Cornelius Fudge,James Potter I,4
Rubeus Hagrid,Severus Snape,4
Merlin,Severus Snape,4
Godric Gryffindor,Helga Hufflepuff,4
Harry Potter,Peregrine Derrick,4
Godric Gryffindor,Percy Weasley,4
James Potter I,Severus Snape,4
Albus Dumbledore,Godric Gryffindor,4
Harry Potter,Peeves,4
Cornelius Fudge,Rubeus Hagrid,4
Angelina Johnson,Graham Montague,4
Albus Dumbledore,Salazar Slytherin,4
Molly Weasley,Percy Weasley,4
Dean Thomas,Remus Lupin,4
Albus Dumbledore,Draco Malfoy,4
Alicia Spinnet,George Weasley,4
Neville Longbottom,Sirius Black,4
Ronald Weasley,Salazar Slytherin,4
Alicia Spinnet,Lucian Bole,4
Godric Gryffindor,Sybill Trelawney,3
Ronald Weasley,Rowena Ravenclaw,3
Salazar Slytherin,Severus Snape,3
Rubeus Hagrid,Vincent Crabbe,3
Ronald Weasley,Vernon Dursley,3
Helga Hufflepuff,Oliver Wood,3
Remus Lupin,Seamus Finnigan,3
Marcus Flint,Rolanda Hooch,3
Hermes,Percy Weasley,3
Hedwig,Percy Weasley,3
Hermione Granger,Salazar Slytherin,3
Hedwig,Hermes,3
Harry Potter,William Weasley,3
Hermione Granger,Tom Riddle,3
James Potter I,Prime Minister,3
Katie Bell,Salazar Slytherin,3
Lavender Brown,Seamus Finnigan,3
Lee Jordan,Minerva McGonagall,3
Lee Jordan,Salazar Slytherin,3
Minerva McGonagall,Peter Pettigrew,3
Gregory Goyle,Rubeus Hagrid,3
Harry Potter,Pansy Parkinson,3
Minerva McGonagall,Severus Snape,3
Neville Longbottom,Prime Minister,3
Neville Longbottom,Seamus Finnigan,3
Helga Hufflepuff,Sirius Black,3
Oliver Wood,Rowena Ravenclaw,3
Peeves,Sirius Black,3
Penelope Clearwater,Ronald Weasley,3
Percy Weasley,Tom Riddle,3
Peregrine Derrick,Salazar Slytherin,3
Poppy Pomfrey,Severus Snape,3
Oliver Wood,Peregrine Derrick,3
Ginevra Weasley,Molly Weasley,3
Angelina Johnson,Rolanda Hooch,3
Father Christmas,Rubeus Hagrid,3
Fred Weasley,Helga Hufflepuff,3
Dean Thomas,Lavender Brown,3
Filius Flitwick,Sirius Black,3
Crookshanks,Remus Lupin,3
Crookshanks,Peter Pettigrew,3
Draco Malfoy,Pansy Parkinson,3
Albus Dumbledore,Minerva McGonagall,3
Cornelius Fudge,Rosmerta,3
Argus Filch,Sirius Black,3
Draco Malfoy,Tom Riddle,3
Argus Filch,George Weasley,3
Filius Flitwick,Minerva McGonagall,3
Ginevra Weasley,Neville Longbottom,3
Father Christmas,Oliver Wood,3
Cho Chang,Oliver Wood,3
Cedric Diggory,Katie Bell,3
Fat Lady,Godric Gryffindor,3
Angelina Johnson,Draco Malfoy,3
Cassandra Vablatsky,Harry Potter,3
Cassius Warrington,Salazar Slytherin,3
Draco Malfoy,Filius Flitwick,2
Draco Malfoy,Errol,2
Draco Malfoy,Lee Jordan,2
Dean Thomas,Vincent Crabbe,2
Draco Malfoy,Fred Weasley,2
Draco Malfoy,George Weasley,2
Fat Lady,Percy Weasley,2
Argus Filch,Remus Lupin,2
Fat Lady,Neville Longbottom,2
Poppy Pomfrey,Sirius Black,2
Draco Malfoy,Neville Longbottom,2
Draco Malfoy,Minerva McGonagall,2
Draco Malfoy,Oliver Wood,2
Fat Lady,Minerva McGonagall,2
Draco Malfoy,Peter Pettigrew,2
Draco Malfoy,Seamus Finnigan,2
Helga Hufflepuff,Minerva McGonagall,2
Helga Hufflepuff,Marcus Flint,2
Poppy Pomfrey,Rubeus Hagrid,2
Prime Minister,Ronald Weasley,2
Hedwig,Sirius Black,2
Peter Pettigrew,Rubeus Hagrid,2
Albus Dumbledore,Buckbeak,2
Dean Thomas,Sirius Black,2
Dean Thomas,Ronald Weasley,2
Cedric Diggory,George Weasley,2
Molly Weasley,Tom Riddle,2
Minerva McGonagall,Rubeus Hagrid,2
Minerva McGonagall,Rowena Ravenclaw,2
Cadogan,Neville Longbottom,2
Neville Longbottom,Rubeus Hagrid,2
Cho Chang,Godric Gryffindor,2
Oliver Wood,Roger Davies,2
Buckbeak,Remus Lupin,2
Oliver Wood,Sirius Black,2
Lucian Bole,Salazar Slytherin,2
Lucian Bole,Rolanda Hooch,2
Lucian Bole,Oliver Wood,2
Cornelius Fudge,Molly Weasley,2
Parvati Patil,Remus Lupin,2
Buckbeak,Pansy Parkinson,2
Parvati Patil,Seamus Finnigan,2
Lee Jordan,Peregrine Derrick,2
Lee Jordan,Oliver Wood,2
Buckbeak,Lucius Malfoy,2
Buckbeak,Crookshanks,2
Crookshanks,Hedwig,2
Lavender Brown,Neville Longbottom,2
Crookshanks,Rubeus Hagrid,2
Katie Bell,Lee Jordan,2
Percy Weasley,Rubeus Hagrid,2
Percy Weasley,Seamus Finnigan,2
Prime Minister,Tom Riddle,2
Percy Weasley,Severus Snape,2
Dean Thomas,Gregory Goyle,2
Argus Filch,Minerva McGonagall,2
Florean Fortescue,Ronald Weasley,2
Ronald Weasley,Seamus Finnigan,2
Alicia Spinnet,Cassius Warrington,2
Florean Fortescue,Hermione Granger,2
Godric Gryffindor,Vincent Crabbe,2
Albus Dumbledore,Prime Minister,2
Salazar Slytherin,Sirius Black,2
Ronald Weasley,William Weasley,2
Fred Weasley,Lucian Bole,2
Graham Montague,Rolanda Hooch,2
George Weasley,Rowena Ravenclaw,2
Fred Weasley,Peregrine Derrick,2
Fred Weasley,Rolanda Hooch,2
Fred Weasley,Rubeus Hagrid,2
Albus Dumbledore,James Potter I,2
Fred Weasley,Salazar Slytherin,2
Fred Weasley,William Weasley,2
George Weasley,Peregrine Derrick,2
George Weasley,Molly Weasley,2
Rubeus Hagrid,Silvanus Kettleburn,2
Gregory Goyle,Remus Lupin,2
George Weasley,Helga Hufflepuff,2
George Weasley,Ginevra Weasley,2
George Weasley,William Weasley,2
Albus Dumbledore,Molly Weasley,2
Godric Gryffindor,Graham Montague,2
Ripper,Vernon Dursley,2
Angelina Johnson,Cedric Diggory,2
Godric Gryffindor,Lee Jordan,2
Alicia Spinnet,Minerva McGonagall,2
Alicia Spinnet,Rolanda Hooch,2
Godric Gryffindor,Gregory Goyle,2
Father Christmas,Sybill Trelawney,2
Remus Lupin,Vincent Crabbe,2
Godric Gryffindor,Silvanus Kettleburn,2
Mrs Norris,Peeves,1
Sirius Black,Sybill Trelawney,1
Pansy Parkinson,Salazar Slytherin,1
Albus Dumbledore,Fat Lady,1
Cadogan,Father Christmas,1
Pansy Parkinson,Vincent Crabbe,1
Neville Longbottom,Oliver Wood,1
Albus Dumbledore,Lily J. Potter,1
Rubeus Hagrid,Sybill Trelawney,1
Albus Dumbledore,Derek,1
Albus Dumbledore,Father Christmas,1
Oliver Wood,Vincent Crabbe,1
Neville Longbottom,Peter Pettigrew,1
Neville Longbottom,Salazar Slytherin,1
Cadogan,Godric Gryffindor,1
Buckbeak,Vincent Crabbe,1
Albus Dumbledore,Filius Flitwick,1
Buckbeak,Gregory Goyle,1
Neville Longbottom,Vincent Crabbe,1
Buckbeak,Sybill Trelawney,1
Seamus Finnigan,Sirius Black,1
Cadogan,Fat Lady,1
Cadogan,Percy Weasley,1
Buckbeak,Poppy Pomfrey,1
Buckbeak,Peter Pettigrew,1
Cadogan,Seamus Finnigan,1
Buckbeak,Percy Weasley,1
Albus Dumbledore,Helga Hufflepuff,1
Argus Filch,Filius Flitwick,1
Percy Weasley,Remus Lupin,1
Buckbeak,Fang,1
Rubeus Hagrid,Seamus Finnigan,1
Peter Pettigrew,Sybill Trelawney,1
Argus Filch,Pomona Sprout,1
Argus Filch,Mrs Norris,1
Alicia Spinnet,Lee Jordan,1
Pomona Sprout,Ronald Weasley,1
Ronald Weasley,Rosmerta,1
Pomona Sprout,Severus Snape,1
Poppy Pomfrey,Prime Minister,1
Rolanda Hooch,Sybill Trelawney,1
Molly Weasley,Peter Pettigrew,1
Rolanda Hooch,Salazar Slytherin,1
Argus Filch,Godric Gryffindor,1
Rolanda Hooch,Rowena Ravenclaw,1
Rolanda Hooch,Ronald Weasley,1
Roger Davies,Rolanda Hooch,1
Alicia Spinnet,Rowena Ravenclaw,1
Angelina Johnson,Cassius Warrington,1
Prime Minister,Rubeus Hagrid,1
Angelina Johnson,Lucian Bole,1
Alicia Spinnet,Hermione Granger,1
Alicia Spinnet,Cedric Diggory,1
Albus Dumbledore,Silvanus Kettleburn,1
Bathilda Bagshot,Harry Potter,1
Binky,Parvati Patil,1
Binky,Lavender Brown,1
Rowena Ravenclaw,Sirius Black,1
Albus Dumbledore,Mrs Norris,1
Rosmerta,Tom Riddle,1
Bilius,Ronald Weasley,1
Angelina Johnson,Peregrine Derrick,1
Bilius,Hermione Granger,1
Albus Dumbledore,Pomona Sprout,1
Argus Filch,Severus Snape,1
Arthur Weasley,Vernon Dursley,1
Rosmerta,Rubeus Hagrid,1
Arthur Weasley,Sirius Black,1
Peregrine Derrick,Rolanda Hooch,1
Arthur Weasley,Percy Weasley,1
Arthur Weasley,Errol,1
Ronald Weasley,Walden Macnair,1
Albus Dumbledore,Rowena Ravenclaw,1
Cassius Warrington,Fred Weasley,1
Godric Gryffindor,Peregrine Derrick,1
Cassius Warrington,George Weasley,1
Filius Flitwick,Salazar Slytherin,1
Filius Flitwick,Rolanda Hooch,1
Filius Flitwick,Remus Lupin,1
Filius Flitwick,Prime Minister,1
Harry Potter,Pomona Sprout,1
Filius Flitwick,Pomona Sprout,1
Filius Flitwick,James Potter I,1
Harry Potter,Ripper,1
Harry Potter,Roger Davies,1
Father Christmas,Salazar Slytherin,1
Harry Potter,Rosmerta,1
Father Christmas,Rowena Ravenclaw,1
Father Christmas,Remus Lupin,1
Father Christmas,Gregory Goyle,1
Father Christmas,Godric Gryffindor,1
Father Christmas,George Weasley,1
Father Christmas,Fred Weasley,1
Father Christmas,Filius Flitwick,1
Fat Lady,Severus Snape,1
Fat Lady,Peter Pettigrew,1
Harry Potter,Wendelin the Weird,1
Hedwig,Marjorie Dursley,1
Fang,Ronald Weasley,1
Hedwig,Rubeus Hagrid,1
Ernest Prang,Neville Longbottom,1
Hedwig,Wendelin the Weird,1
Filius Flitwick,Rowena Ravenclaw,1
Filius Flitwick,Severus Snape,1
Draco Malfoy,Sybill Trelawney,1
Filius Flitwick,Sybill Trelawney,1
Godric Gryffindor,Poppy Pomfrey,1
Ginevra Weasley,William Weasley,1
Ginevra Weasley,Vernon Dursley,1
Ginevra Weasley,Penelope Clearwater,1
Albus Dumbledore,Cadogan,1
George Weasley,Rubeus Hagrid,1
Graham Montague,Katie Bell,1
Graham Montague,Lee Jordan,1
George Weasley,Rolanda Hooch,1
George Weasley,Minerva McGonagall,1
Gregory Goyle,Neville Longbottom,1
Gregory Goyle,Oliver Wood,1
Gregory Goyle,Pansy Parkinson,1
George Weasley,Gregory Goyle,1
Fubster,Vernon Dursley,1
Hannah Abbott,Helga Hufflepuff,1
Hannah Abbott,Sirius Black,1
Fubster,Petunia Dursley,1
Fred Weasley,Minerva McGonagall,1
Fred Weasley,Marcus Flint,1
Harry Potter,Marcus Flint,1
Harry Potter,Marjorie Dursley,1
Fred Weasley,Gregory Goyle,1
Fred Weasley,Ginevra Weasley,1
Harry Potter,Mrs Norris,1
Dudley Dursley,Father Christmas,1
Draco Malfoy,Rowena Ravenclaw,1
Minerva McGonagall,Vernon Dursley,1
Cornelius Fudge,Remus Lupin,1
Godric Gryffindor,Lucian Bole,1
Cornelius Fudge,Merlin,1
Lucius Malfoy,Marcus Flint,1
Lucius Malfoy,Remus Lupin,1
Cornelius Fudge,Lily J. Potter,1
Lucius Malfoy,Rowena Ravenclaw,1
Cornelius Fudge,George Weasley,1
Lucius Malfoy,Salazar Slytherin,1
Cornelius Fudge,Fred Weasley,1
Marcus Flint,Minerva McGonagall,1
Cornelius Fudge,Filius Flitwick,1
Cho Chang,Katie Bell,1
Cho Chang,Fred Weasley,1
Merlin,Remus Lupin,1
Merlin,Ronald Weasley,1
Charles Weasley,Salazar Slytherin,1
Charles Weasley,Ronald Weasley,1
Charles Weasley,Harry Potter,1
Charles Weasley,Godric Gryffindor,1
Cedric Diggory,Rowena Ravenclaw,1
Minerva McGonagall,Pomona Sprout,1
Minerva McGonagall,Poppy Pomfrey,1
Cedric Diggory,Hermione Granger,1
Cedric Diggory,Helga Hufflepuff,1
Cedric Diggory,Fred Weasley,1
Lily J. Potter,Severus Snape,1
Crookshanks,Errol,1
Draco Malfoy,Rolanda Hooch,1
Crookshanks,Father Christmas,1
Draco Malfoy,Percy Weasley,1
Draco Malfoy,Lucius Malfoy,1
Hermione Granger,Penelope Clearwater,1
Draco Malfoy,Lucian Bole,1
Hermione Granger,Pomona Sprout,1
Derek,Remus Lupin,1
Dean Thomas,Vernon Dursley,1
Dean Thomas,Sybill Trelawney,1
Hermione Granger,Sorting Hat,1
Dean Thomas,Severus Snape,1
Hermione Granger,Vernon Dursley,1
Dean Thomas,Parvati Patil,1
Dean Thomas,Hermione Granger,1
Dean Thomas,Helga Hufflepuff,1
Dean Thomas,Draco Malfoy,1
Cuthbert Binns,Ronald Weasley,1
Cuthbert Binns,Remus Lupin,1
Cuthbert Binns,Harry Potter,1
Katie Bell,Rolanda Hooch,1
Katie Bell,Rowena Ravenclaw,1
Lavender Brown,Remus Lupin,1
Crookshanks,Neville Longbottom,1
Crookshanks,Godric Gryffindor,1
Lee Jordan,Lucian Bole,1
Lee Jordan,Marcus Flint,1
Cornelius Fudge,Minerva McGonagall,1
