source,target,weight
Alastor Moody,Godric Gryffindor,25
Albus Dumbledore,Molly Weasley,25
Dobby,Winky,24
Dean Thomas,Harry Potter,24
Cornelius Fudge,Tom Riddle,24
Minerva McGonagall,Severus Snape,24
Dean Thomas,Neville Longbottom,23
Fang,Rubeus Hagrid,23
Harry Potter,Salazar Slytherin,23
Fred Weasley,Molly Weasley,23
Neville Longbottom,Seamus Finnigan,23
Harry Potter,Lee Jordan,22
Fat Lady,Harry Potter,22
Harry Potter,Pansy Parkinson,22
Bartemius Crouch Senior,Cornelius Fudge,22
Percy Weasley,William Weasley,22
Bartemius Crouch Senior,Bertha Jorkins,22
Cedric Diggory,Hermione Granger,21
Bertha Jorkins,Harry Potter,21
Charles Weasley,Percy Weasley,21
Bartemius Crouch Senior,Viktor Krum,21
Harry Potter,Prime Minister,21
George Weasley,Molly Weasley,21
Blast-Ended Skrewt,Harry Potter,21
Gregory Goyle,Ronald Weasley,21
Hedwig,Ronald Weasley,20
George Weasley,Ludovic Bagman,20
Fred Weasley,Ludovic Bagman,20
Hermione Granger,Olympe Maxime,20
Fleur Delacour,Roger Davies,19
Draco Malfoy,Rubeus Hagrid,19
Cedric Diggory,Helga Hufflepuff,19
Dobby,Hermione Granger,19
Ludovic Bagman,Viktor Krum,18
Albus Dumbledore,Fred Weasley,18
Bartemius Crouch Senior,Prime Minister,18
Fred Weasley,William Weasley,18
Bartemius Crouch Senior,Buckbeak,18
Ronald Weasley,Vincent Crabbe,18
Alastor Moody,Draco Malfoy,18
Harry Potter,Peeves,17
Aidan Lynch,Viktor Krum,17
Cedric Diggory,Tom Riddle,17
Hermione Granger,Pansy Parkinson,17
Harry Potter,Helga Hufflepuff,17
Crookshanks,Hermione Granger,16
Hermione Granger,Igor Karkaroff,16
Hermione Granger,Tom Riddle,16
Cornelius Fudge,Severus Snape,16
Cornelius Fudge,Minerva McGonagall,16
Igor Karkaroff,Rubeus Hagrid,16
Fred Weasley,Lee Jordan,16
Alastor Moody,Cedric Diggory,16
Fawkes,Harry Potter,16
Bertha Jorkins,Ludovic Bagman,15
Aidan Lynch,Harry Potter,15
Hedwig,Hermione Granger,15
Ronald Weasley,Vernon Dursley,15
Father Christmas,Ronald Weasley,15
Charles Weasley,Fred Weasley,15
Albus Dumbledore,Poppy Pomfrey,15
Fred Weasley,Ginevra Weasley,15
Cedric Diggory,Ludovic Bagman,15
Barry Ryan,Harry Potter,15
Argus Filch,Mrs Norris,15
Lavender Brown,Parvati Patil,15
Peeves,Severus Snape,14
Charles Weasley,Ronald Weasley,14
Albus Dumbledore,Argus Filch,14
Ivan Volkov,Pyotr Vulchanov,14
Albus Dumbledore,Ludovic Bagman,14
Harry Potter,Lucius Malfoy,14
Fang,Harry Potter,14
George Weasley,William Weasley,13
Draco Malfoy,Fred Weasley,13
George Weasley,Percy Weasley,13
Harry Potter,Padma Patil,13
George Weasley,Lee Jordan,13
Gregory Goyle,Hermione Granger,13
Fred Weasley,Percy Weasley,13
Filius Flitwick,Rubeus Hagrid,13
Harry Potter,Pomona Sprout,13
Amos Diggory,Cedric Diggory,13
Dudley Dursley,Ronald Weasley,12
Cho Chang,Neville Longbottom,12
Fleur Delacour,Olympe Maxime,12
Myrtle Warren,Olive Hornby,12
Chudley Cannons,Harry Potter,12
Godric Gryffindor,Lee Jordan,12
Pansy Parkinson,Ronald Weasley,12
Albus Dumbledore,Neville Longbottom,12
Parvati Patil,Ronald Weasley,12
Dudley Dursley,George Weasley,11
Alastor Moody,Filius Flitwick,11
Buckbeak,Sirius Black,11
Harry Potter,Roger Davies,11
Alastor Moody,Sirius Black,11
Albus Dumbledore,George Weasley,11
Alastor Moody,Viktor Krum,11
Ludovic Bagman,Winky,11
Igor Karkaroff,Ludovic Bagman,11
Filius Flitwick,Harry Potter,11
George Weasley,Ginevra Weasley,11
Angelina Johnson,Fred Weasley,11
Hedwig,Sirius Black,10
Arthur Weasley,Lucius Malfoy,10
Alastor Moody,Bertha Jorkins,10
Sirius Black,Tom Riddle,10
Angelina Johnson,Ronald Weasley,10
Dudley Dursley,Fred Weasley,10
Harry Potter,Wendelin the Weird,10
Charles Weasley,Molly Weasley,10
Harry Potter,Mrs Norris,10
Albus Dumbledore,Fleur Delacour,10
Godric Gryffindor,Seamus Finnigan,10
Hermione Granger,Parvati Patil,10
Ludovic Bagman,Rita Skeeter,10
Hermione Granger,Poppy Pomfrey,10
Bertha Jorkins,Sirius Black,9
Cornelius Fudge,Ludovic Bagman,9
Cedric Diggory,George Weasley,9
Blast-Ended Skrewt,Cedric Diggory,9
Arnold Peasegood,Ronald Weasley,9
Moran,Mullet,9
Molly Weasley,Percy Weasley,9
Moran,Troy,9
Hermione Granger,Sybill Trelawney,9
George Weasley,Pigwidgeon,9
Arthur Weasley,Molly Weasley,9
Hermione Granger,Padma Patil,9
Roger Davies,Ronald Weasley,9
Ludovic Bagman,Minerva McGonagall,9
Ernest Macmillan,Helga Hufflepuff,9
Albus Dumbledore,William Weasley,9
Fred Weasley,Pigwidgeon,8
Pansy Parkinson,Salazar Slytherin,8
Angelina Johnson,Hermione Granger,8
Cedric Diggory,Ernest Macmillan,8
Amos Diggory,Ronald Weasley,8
Ludovic Bagman,Percy Weasley,8
Mullet,Troy,8
Albus Dumbledore,Fang,8
Fleur Delacour,Hermione Granger,8
Lee Jordan,Ronald Weasley,8
Filius Flitwick,Minerva McGonagall,8
Charles Weasley,George Weasley,8
Charles Weasley,Ginevra Weasley,8
Charles Weasley,Hermione Granger,8
Alastor Moody,Fred Weasley,8
Severus Snape,Tom Riddle,8
Severus Snape,Winky,8
Tom Riddle,William Weasley,8
Vernon Dursley,Vernon Dursley,8
Lucius Malfoy,Ronald Weasley,8
Cornelius Fudge,Molly Weasley,8
Ernest Macmillan,Harry Potter,8
Lavender Brown,Ronald Weasley,8
Bartemius Crouch Senior,Minerva McGonagall,8
Arthur Weasley,Cornelius Fudge,8
Hermione Granger,Vincent Crabbe,8
Bartemius Crouch Senior,Rita Skeeter,8
Augustus Rookwood,Ludovic Bagman,8
Frank Bryce,Tom Riddle,7
Dobby,Father Christmas,7
Draco Malfoy,Viktor Krum,7
Fleur Delacour,Ludovic Bagman,7
Cedric Diggory,Rubeus Hagrid,7
Percy Weasley,Rita Skeeter,7
Rubeus Hagrid,Viktor Krum,7
Draco Malfoy,Rita Skeeter,7
Poppy Pomfrey,Ronald Weasley,7
Draco Malfoy,George Weasley,7
Hermione Granger,Salazar Slytherin,7
Hermione Granger,Seamus Finnigan,7
Cho Chang,Ginevra Weasley,7
Ginevra Weasley,Neville Longbottom,7
Buckbeak,Ludovic Bagman,7
Amos Diggory,Ginevra Weasley,7
Molly Weasley,Vernon Dursley,7
Cedric Diggory,Godric Gryffindor,7
Garrick Ollivander,Rita Skeeter,7
Ginevra Weasley,Percy Weasley,7
Cornelius Fudge,Ronald Weasley,6
Cornelius Fudge,Lucius Malfoy,6
Fang,Ronald Weasley,6
George Weasley,Minerva McGonagall,6
Alastor Moody,Tom Riddle,6
Bartemius Crouch Senior,Olympe Maxime,6
Alastor Moody,Poppy Pomfrey,6
Harry Potter,Lavender Brown,6
Draco Malfoy,Severus Snape,6
Fat Lady,Ronald Weasley,6
Cho Chang,Hermione Granger,6
Gregory Goyle,Rubeus Hagrid,6
Rubeus Hagrid,Severus Snape,6
Alastor Moody,Dobby,6
Albus Dumbledore,Bertha Jorkins,6
Buckbeak,Winky,6
Barry Ryan,Rita Skeeter,6
Ginevra Weasley,Molly Weasley,6
Fred Weasley,Vernon Dursley,6
Arthur Weasley,Harry Potter,6
Ivan Volkov,Viktor Krum,6
Moran,Vasily Dimitrov,6
Father Christmas,Rubeus Hagrid,6
Garrick Ollivander,Viktor Krum,6
Nagini,Tom Riddle,6
Cedric Diggory,Igor Karkaroff,6
Ginevra Weasley,Ludovic Bagman,6
Lavender Brown,Sybill Trelawney,6
Albus Dumbledore,Garrick Ollivander,6
Godric Gryffindor,Severus Snape,6
Draco Malfoy,Father Christmas,6
Dennis Creevey,Harry Potter,5
Dot,Frank Bryce,5
Draco Malfoy,Salazar Slytherin,5
Fat Lady,Violet,5
Dean Thomas,Rubeus Hagrid,5
Crookshanks,Ronald Weasley,5
Fred Weasley,Petunia Dursley,5
George Weasley,Godric Gryffindor,5
Ginevra Weasley,William Weasley,5
Colin Creevey,Severus Snape,5
Cuthbert Binns,Harry Potter,5
Helga Hufflepuff,Rowena Ravenclaw,5
Cho Chang,Rowena Ravenclaw,5
Bertha Jorkins,Winky,5
Bertha Jorkins,Cornelius Fudge,5
Helga Hufflepuff,Hermione Granger,5
Helga Hufflepuff,Ronald Weasley,5
Bartemius Crouch Senior,Fred Weasley,5
Hermione Granger,Pigwidgeon,5
Barry Ryan,Tom Riddle,5
Hermione Granger,Septima Vector,5
Barry Ryan,Bertha Jorkins,5
Igor Karkaroff,Tom Riddle,5
Arthur Weasley,Bartemius Crouch Senior,5
Ludovic Bagman,Olympe Maxime,5
Amos Diggory,Molly Weasley,5
Neville Longbottom,Pomona Sprout,5
Alexei Levski,Vasily Dimitrov,5
Alexei Levski,Moran,5
Padma Patil,Parvati Patil,5
Pyotr Vulchanov,Viktor Krum,5
Albus Dumbledore,Dobby,5
Albus Dumbledore,Barry Ryan,5
Albus Dumbledore,Arthur Weasley,5
Ronald Weasley,Septima Vector,5
Alastor Moody,Parvati Patil,5
Alastor Moody,Ludovic Bagman,5
Alastor Moody,Evan Rosier,5
Rubeus Hagrid,Sirius Black,5
Rubeus Hagrid,Tom Riddle,5
Salazar Slytherin,Viktor Krum,5
Bertha Jorkins,Tom Riddle,5
Amos Diggory,Rita Skeeter,5
Harry Potter,Remus Lupin,5
Cedric Diggory,Cornelius Fudge,5
Harry Potter,Rowena Ravenclaw,5
Harry Potter,Sorting Hat,5
Cornelius Fudge,Hermione Granger,4
Olympe Maxime,Viktor Krum,4
Fleur Delacour,Gabrielle Delacour,4
Percy Weasley,Sirius Black,4
Peeves,Ronald Weasley,4
Dobby,Pigwidgeon,4
Fleur Delacour,Igor Karkaroff,4
Pansy Parkinson,Viktor Krum,4
Godric Gryffindor,Remus Lupin,4
Albus Dumbledore,Helga Hufflepuff,4
Cedric Diggory,Myrtle Warren,4
Mundungus Fletcher,Percy Weasley,4
Alicia Spinnet,Angelina Johnson,4
Fred Weasley,Godric Gryffindor,4
Mrs Norris,Severus Snape,4
Fred Weasley,Gregory Goyle,4
Molly Weasley,Sirius Black,4
Cedric Diggory,Fred Weasley,4
Percy Weasley,Winky,4
Albus Dumbledore,Fawkes,4
Albus Dumbledore,Godric Gryffindor,4
Alastor Moody,Fleur Delacour,4
Ernest Macmillan,Hannah Abbott,4
Eloise Midgen,Ronald Weasley,4
Harry Potter,Hope Howell,4
Rubeus Hagrid,Vincent Crabbe,4
Father Christmas,Fred Weasley,4
Harry Potter,Justin Finch-Fletchley,4
Alastor Moody,Cornelius Fudge,4
Chudley Cannons,Ronald Weasley,4
Harry Potter,Malcolm Baddock,4
Angelina Johnson,Godric Gryffindor,4
Father Christmas,Hermione Granger,4
Alastor Moody,Pomona Sprout,4
Alastor Moody,Rita Skeeter,4
Charles Weasley,Viktor Krum,4
Draco Malfoy,Pansy Parkinson,4
Draco Malfoy,Molly Weasley,4
Rita Skeeter,Severus Snape,4
Draco Malfoy,Ludovic Bagman,4
Molly Weasley,Rita Skeeter,4
Cedric Diggory,Rita Skeeter,4
Molly Weasley,Poppy Pomfrey,4
Harry Potter,Rosmerta,4
Cedric Diggory,Draco Malfoy,4
Lavender Brown,Rubeus Hagrid,4
George Weasley,Vernon Dursley,4
Harry Potter,Septima Vector,4
Colin Creevey,Sorting Hat,4
Cornelius Fudge,Olympe Maxime,4
Bartemius Crouch Senior,Cedric Diggory,4
Godric Gryffindor,Helga Hufflepuff,4
Cornelius Fudge,Percy Weasley,4
Bartemius Crouch Senior,Rubeus Hagrid,4
Hermione Granger,Pomona Sprout,4
Ginevra Weasley,Pigwidgeon,4
Hermione Granger,Peeves,4
Hermione Granger,Lucius Malfoy,4
Hedwig,Tom Riddle,4
Cornelius Fudge,Sirius Black,4
Hedwig,Percy Weasley,4
Harry Potter,Troy,4
Fred Weasley,Vincent Crabbe,4
Ludovic Bagman,Rubeus Hagrid,4
Antonin Dolohov,Igor Karkaroff,4
Minerva McGonagall,Sorting Hat,4
Evan Rosier,Igor Karkaroff,3
Ernest Macmillan,Justin Finch-Fletchley,3
Ernest Macmillan,Ronald Weasley,3
Harry Potter,Merlin,3
Errol,Pigwidgeon,3
George Weasley,Neville Longbottom,3
Ronald Weasley,Sorting Hat,3
Hermes,Pigwidgeon,3
Gregory Goyle,Pansy Parkinson,3
Salazar Slytherin,Vincent Crabbe,3
Ronald Weasley,Wendelin the Weird,3
Fat Lady,Hermione Granger,3
Evan Rosier,Wilkes,3
Helga Hufflepuff,Viktor Krum,3
Troy,Vasily Dimitrov,3
Fang,Igor Karkaroff,3
Sorting Hat,Stewart Ackerley,3
Gregory Goyle,Salazar Slytherin,3
Sirius Black,Vernon Dursley,3
Harry Potter,Mullet,3
Rubeus Hagrid,William Weasley,3
Hedwig,Pigwidgeon,3
Harry Potter,Stewart Ackerley,3
Filius Flitwick,Hermione Granger,3
Roberts,Ronald Weasley,3
Harry Potter,Olive Hornby,3
Molly Weasley,Rubeus Hagrid,3
Fred Weasley,Minerva McGonagall,3
Minerva McGonagall,Winky,3
Fred Weasley,Neville Longbottom,3
Minerva McGonagall,Olympe Maxime,3
Mullet,Vasily Dimitrov,3
Ludovic Bagman,Tom Riddle,3
Harry Potter,Peter Pettigrew,3
Ludovic Bagman,Sirius Black,3
Fleur Delacour,Rubeus Hagrid,3
Oblansk,Prime Minister,3
Harry Potter,Violet,3
Pansy Parkinson,Vincent Crabbe,3
Fleur Delacour,Molly Weasley,3
Parvati Patil,Rubeus Hagrid,3
Lucius Malfoy,Severus Snape,3
Parvati Patil,Seamus Finnigan,3
James Potter I,Tom Riddle,3
Fleur Delacour,Godric Gryffindor,3
Hermione Granger,Wendelin the Weird,3
Peter Pettigrew,Tom Riddle,3
Hermione Granger,Rowena Ravenclaw,3
Pigwidgeon,Sirius Black,3
Poppy Pomfrey,Viktor Krum,3
Poppy Pomfrey,Winky,3
Godric Gryffindor,Rowena Ravenclaw,3
Remus Lupin,Rubeus Hagrid,3
Filius Flitwick,Ludovic Bagman,3
Gregory Goyle,Severus Snape,3
Aberforth Dumbledore,Albus Dumbledore,3
Violet,William Weasley,3
Colin Creevey,Rubeus Hagrid,3
Alexei Levski,Troy,3
Alastor Moody,Rosmerta,3
Bartemius Crouch Senior,George Weasley,3
Broderick Bode,Saul Croaker,3
Bertha Jorkins,Percy Weasley,3
Ali Bashir,Arthur Weasley,3
Bertha Jorkins,Rubeus Hagrid,3
Colin Creevey,Dennis Creevey,3
Cornelius Fudge,Rita Skeeter,3
Amos Diggory,Hermione Granger,3
Alastor Moody,Lee Jordan,3
Antonin Dolohov,Bartemius Crouch Senior,3
Dean Thomas,Minerva McGonagall,3
Clara Ivanova,Moran,3
Alastor Moody,George Weasley,3
Bartemius Crouch Senior,Evan Rosier,3
Barry Ryan,Percy Weasley,3
Aidan Lynch,Moran,3
Alastor Moody,Remus Lupin,3
Aidan Lynch,Ludovic Bagman,3
Cuthbert Binns,Hermione Granger,3
Cedric Diggory,Molly Weasley,3
Cedric Diggory,Garrick Ollivander,3
Aidan Lynch,Connolly,3
Augustus Rookwood,Tom Riddle,3
Cedric Diggory,Poppy Pomfrey,3
Cedric Diggory,Filius Flitwick,3
Bartemius Crouch Senior,Neville Longbottom,3
Albus Dumbledore,Ginevra Weasley,3
Alexei Levski,Harry Potter,3
Barry Ryan,Ludovic Bagman,3
Arthur Weasley,Ronald Weasley,3
Albus Dumbledore,Bertie Bott,3
Armando Dippet,Olive Hornby,3
Cuthbert Binns,Ronald Weasley,3
Cassius Warrington,Harry Potter,3
Bertha Jorkins,Prime Minister,3
Minerva McGonagall,Neville Longbottom,2
Alexei Levski,Clara Ivanova,2
Parvati Patil,Viktor Krum,2
Cornelius Fudge,Igor Karkaroff,2
Connolly,Moran,2
Arabella Figg,Remus Lupin,2
Cornelius Fudge,Moran,2
Parvati Patil,Rowena Ravenclaw,2
Olympe Maxime,Severus Snape,2
Albus Dumbledore,Salazar Slytherin,2
Albus Dumbledore,Rosmerta,2
Bartemius Crouch Senior,Travers,2
Cedric Diggory,Hannah Abbott,2
Garrick Ollivander,Rubeus Hagrid,2
Pomona Sprout,Poppy Pomfrey,2
Bartemius Crouch Senior,Vernon Dursley,2
Ludovic Bagman,Rosmerta,2
Cornelius Fudge,William Weasley,2
Cornelius Fudge,Vasily Dimitrov,2
Perkins,Ronald Weasley,2
Cornelius Fudge,Troy,2
Helga Hufflepuff,Salazar Slytherin,2
Albus Dumbledore,Padma Patil,2
Pansy Parkinson,Severus Snape,2
Albus Dumbledore,Pomona Sprout,2
George Weasley,Roberts,2
Albus Dumbledore,Remus Lupin,2
Percy Weasley,Prime Minister,2
Percy Weasley,Poppy Pomfrey,2
Cornelius Fudge,Mullet,2
Ludovic Bagman,Vasily Dimitrov,2
Bertha Jorkins,Severus Snape,2
Colin Creevey,Ludovic Bagman,2
Harry Potter,Hassan Mostafa,2
Cho Chang,Stewart Ackerley,2
Harry Potter,James Potter I,2
Neville Longbottom,Roger Davies,2
Cho Chang,Godric Gryffindor,2
Molly Weasley,Sybill Trelawney,2
Buckbeak,Lucius Malfoy,2
Amos Diggory,Ludovic Bagman,2
Molly Weasley,Vincent Crabbe,2
Mundungus Fletcher,Remus Lupin,2
Harry Potter,Roberts,2
Cedric Diggory,Colin Creevey,2
Cedric Diggory,Dean Thomas,2
Cedric Diggory,Seamus Finnigan,2
Mulciber (Marauder-era),Travers,2
Amos Diggory,Arthur Weasley,2
Cedric Diggory,Rowena Ravenclaw,2
Mrs Norris,Ronald Weasley,2
Cho Chang,Viktor Krum,2
Molly Weasley,Pigwidgeon,2
Minerva McGonagall,Parvati Patil,2
Gregory Goyle,Theodore Nott,2
Pansy Parkinson,Rita Skeeter,2
Padma Patil,Rowena Ravenclaw,2
Minerva McGonagall,Poppy Pomfrey,2
Clara Ivanova,Vasily Dimitrov,2
Ludovic Bagman,Prime Minister,2
Godric Gryffindor,Rubeus Hagrid,2
Alexei Levski,Mullet,2
Arabella Figg,Harry Potter,2
Godric Gryffindor,Viktor Krum,2
Olympe Maxime,Rita Skeeter,2
Godric Gryffindor,William Weasley,2
Minerva McGonagall,Sirius Black,2
Bloody Baron,Harry Potter,2
Bloody Baron,Ronald Weasley,2
Chudley Cannons,Hermione Granger,2
Bloody Baron,Salazar Slytherin,2
Chudley Cannons,Father Christmas,2
Hermione Granger,Hope Howell,2
Pomona Sprout,Ronald Weasley,2
Hermione Granger,Lee Jordan,2
Dudley Dursley,Tom Riddle,2
Lucius Malfoy,Mungo Bonham,2
Alastor Moody,Prime Minister,2
Dobby,Igor Karkaroff,2
Father Christmas,George Weasley,2
Alastor Moody,Seamus Finnigan,2
Ronald Weasley,Salazar Slytherin,2
Armando Dippet,Myrtle Warren,2
Roger Davies,Seamus Finnigan,2
Rita Skeeter,Sirius Black,2
Hermione Granger,Roberts,2
Rita Skeeter,Winky,2
Bartemius Crouch Senior,Bozo,2
Frank Bryce,Harry Potter,2
Rita Skeeter,Viktor Krum,2
Frank Bryce,Severus Snape,2
Aidan Lynch,Quigley,2
Aidan Lynch,Troy,2
Fleur Delacour,Helga Hufflepuff,2
Alastor Moody,Lavender Brown,2
Dobby,Vernon Dursley,2
Arthur Weasley,Fred Weasley,2
Alastor Moody,Arthur Weasley,2
Barry Ryan,Bozo,2
Lavender Brown,Seamus Finnigan,2
Hermione Granger,Violet,2
Father Christmas,Pigwidgeon,2
Arnold Peasegood,Harry Potter,2
Alastor Moody,Antonin Dolohov,2
Draco Malfoy,Minerva McGonagall,2
Father Christmas,Molly Weasley,2
Arnold Peasegood,Draco Malfoy,2
Draco Malfoy,Malcolm Baddock,2
Rubeus Hagrid,Winky,2
Alastor Moody,Frank Bryce,2
Lev Zograf,Mullet,2
Igor Karkaroff,Mulciber (Marauder-era),2
Hermione Granger,Prime Minister,2
Remus Lupin,Ronald Weasley,2
Dean Thomas,Hermione Granger,2
Evan Rosier,Sirius Black,2
Sybill Trelawney,Tom Riddle,2
Albus Dumbledore,Elfric the Eager,2
Quigley,Troy,2
Eloise Midgen,Pomona Sprout,2
Arthur Weasley,Vernon Dursley,2
Dean Thomas,Godric Gryffindor,2
Dean Thomas,Viktor Krum,2
Bartemius Crouch Senior,Molly Weasley,2
Fang,Hermione Granger,2
Ivan Volkov,Moran,2
Fred Weasley,Sirius Black,2
Poppy Pomfrey,William Weasley,2
Eloise Midgen,Helga Hufflepuff,2
Igor Karkaroff,Travers,2
Dean Thomas,Lavender Brown,2
Gabrielle Delacour,Hermione Granger,2
Sirius Black,Sybill Trelawney,2
Fridwulfa,Tom Riddle,2
Dean Thomas,Roger Davies,2
Albus Dumbledore,Charles Weasley,2
Argus Filch,Hermione Granger,2
Eloise Midgen,Hannah Abbott,2
Fred Weasley,Igor Karkaroff,2
Fred Weasley,Viktor Krum,2
Remus Lupin,Sirius Black,2
Bartemius Crouch Senior,Father Christmas,2
Bartemius Crouch Senior,Fleur Delacour,2
Amos Diggory,George Weasley,1
Ivan Volkov,Troy,1
Ivan Volkov,Vasily Dimitrov,1
Laura Madley,Sorting Hat,1
Angelina Johnson,Cho Chang,1
Amos Diggory,Roberts,1
Arthur Weasley,Hermione Granger,1
Amos Diggory,Payne,1
Lavender Brown,Neville Longbottom,1
Arthur Weasley,Rita Skeeter,1
Amos Diggory,Merlin,1
Lavender Brown,Minerva McGonagall,1
Kevin Whitby,Orla Quirke,1
